budget,industry,target_age_group,campaign_goal,impressions,clicks,conversions,engagement_rate,cost_per_click,best_platform
45441.91,Food,35-44,Traffic,2781875,149822,9268,0.0608,0.3,Pinterest
35882.8,Automotive,35-44,Conversion,2943098,73008,5102,0.0222,0.49,Facebook
16441.33,E-commerce,18-24,Engagement,1076715,168486,19077,0.153,0.1,TikTok
10214.46,Travel,25-34,Conversion,1064533,124387,25899,0.1119,0.08,TikTok
21514.51,Gaming,35-44,Conversion,2238404,46145,3667,0.0168,0.47,LinkedIn
25883.15,Services,13-17,Traffic,1622025,206340,14123,0.1266,0.13,TikTok
20968.74,Healthcare,45-54,Lead Generation,1839852,25249,2346,0.0073,0.83,LinkedIn
2185.03,Travel,25-34,Conversion,123069,9080,866,0.0734,0.24,Pinterest
48129.92,Food,25-34,Traffic,3693273,284365,46855,0.076,0.17,Instagram
17961.8,Automotive,45-54,Engagement,1013434,17996,1511,0.017,1.0,LinkedIn
40065.1,Education,35-44,Traffic,3776863,38697,2606,0.0174,1.04,Facebook
46777.79,Healthcare,13-17,Awareness,4348227,123109,6633,0.0254,0.38,Twitter
12978.75,Gaming,35-44,Traffic,1022031,43690,1590,0.0419,0.3,Pinterest
1510.01,Tech,13-17,Engagement,111277,7763,1007,0.0694,0.19,TikTok
26326.59,Real Estate,45-54,Conversion,2139480,86854,5213,0.0372,0.3,Facebook
48975.35,Services,25-34,Engagement,4017363,201134,13906,0.057,0.24,Twitter
21818.86,Automotive,35-44,Traffic,2204591,31594,1813,0.0069,0.69,Facebook
47251.78,E-commerce,35-44,Conversion,4888524,274198,16144,0.058,0.17,Pinterest
30199.32,Tech,18-24,Traffic,2524321,127982,15811,0.0478,0.24,Instagram
49735.27,Food,13-17,Lead Generation,4123726,512595,59859,0.1268,0.1,TikTok
36920.38,Food,13-17,Lead Generation,2622421,314082,23213,0.1277,0.12,YouTube Shorts
20449.86,Travel,18-24,Lead Generation,1074814,104174,10829,0.1069,0.2,Instagram
44005.58,Education,35-44,Traffic,2879702,92717,5416,0.0256,0.47,Pinterest
10339.81,Real Estate,18-24,Conversion,684179,59466,6486,0.0891,0.17,TikTok
46427.25,E-commerce,13-17,Traffic,3740943,181237,12434,0.0431,0.26,Twitter
39667.22,Healthcare,18-24,Engagement,3938215,197351,21668,0.059,0.2,TikTok
48094.3,Fashion,35-44,Engagement,4932941,368269,20832,0.0728,0.13,Pinterest
9162.8,Tech,45-54,Engagement,720291,26353,1369,0.04,0.35,Pinterest
3160.2,Travel,35-44,Lead Generation,251346,5940,314,0.0312,0.53,Facebook
6905.1,Healthcare,25-34,Conversion,447144,8072,513,0.0202,0.86,Pinterest
40426.31,Services,35-44,Awareness,3366578,163261,21870,0.052,0.25,Instagram
29649.51,Food,13-17,Traffic,2697267,197368,26769,0.0695,0.15,TikTok
29125.97,Tech,35-44,Awareness,2161998,24269,867,0.0104,1.2,Pinterest
35196.39,Real Estate,35-44,Awareness,2208833,22156,967,0.0117,1.59,Pinterest
49989.86,Tech,45-54,Lead Generation,2825275,94326,11572,0.0349,0.53,LinkedIn
44909.66,Tech,45-54,Traffic,3568925,126975,8332,0.0428,0.35,LinkedIn
6918.87,Services,18-24,Awareness,473642,16213,1613,0.0327,0.43,Instagram
39462.37,Travel,35-44,Awareness,3501738,356797,36950,0.1025,0.11,Pinterest
31067.14,Automotive,25-34,Traffic,2563133,148906,15751,0.0572,0.21,Instagram
11414.53,Gaming,18-24,Engagement,1019939,58569,5816,0.0694,0.19,Instagram
31774.01,Real Estate,18-24,Traffic,2212720,263546,33097,0.1295,0.12,TikTok
20866.79,Services,25-34,Lead Generation,1721925,114056,6415,0.0685,0.18,Twitter
37854.27,Healthcare,18-24,Lead Generation,3895787,282422,42899,0.0765,0.13,TikTok
4716.44,Travel,35-44,Lead Generation,530094,35215,1408,0.0565,0.13,Pinterest
35555.81,Tech,55+,Conversion,3503940,230070,14441,0.0656,0.15,Twitter
44243.26,Education,35-44,Lead Generation,4520580,107915,13305,0.0189,0.41,Instagram
10779.33,Food,18-24,Conversion,1063902,123143,18289,0.1133,0.09,TikTok
49380.38,Travel,55+,Lead Generation,4736546,193791,4016,0.0359,0.25,Facebook
25220.27,Gaming,18-24,Engagement,2170831,197657,26302,0.089,0.13,Instagram
37324.3,Travel,45-54,Lead Generation,2286674,59425,5311,0.019,0.63,LinkedIn
26778.98,Gaming,45-54,Engagement,1837888,127717,7830,0.0641,0.21,Twitter
8069.06,Travel,18-24,Engagement,781505,90448,12260,0.1121,0.09,YouTube Shorts
36006.5,Fashion,18-24,Lead Generation,2811678,153508,15753,0.0628,0.23,TikTok
49127.37,Food,45-54,Conversion,3482478,113118,6166,0.0322,0.43,Facebook
25956.11,Travel,45-54,Conversion,2371292,52055,3163,0.0216,0.5,LinkedIn
28829.09,Education,35-44,Traffic,2791010,111612,5821,0.0398,0.26,Pinterest
4431.37,Education,35-44,Conversion,405903,8146,458,0.0224,0.54,Twitter
30997.02,E-commerce,18-24,Lead Generation,2302322,201694,25143,0.0856,0.15,TikTok
23260.67,Gaming,18-24,Lead Generation,1773014,258473,41916,0.14,0.09,TikTok
22402.52,Services,18-24,Conversion,2385236,328483,35987,0.1338,0.07,YouTube Shorts
27313.22,Services,18-24,Awareness,3039900,451050,56029,0.1491,0.06,YouTube Shorts
39942.08,Tech,45-54,Lead Generation,4004391,72565,5331,0.0275,0.55,LinkedIn
45899.53,Travel,18-24,Awareness,4162282,508382,40076,0.1285,0.09,TikTok
27792.71,Real Estate,25-34,Awareness,1411274,76892,4918,0.0459,0.36,LinkedIn
15783.36,Services,13-17,Conversion,1468233,141181,21392,0.0958,0.11,YouTube Shorts
38279.26,Services,13-17,Conversion,2798741,336843,46145,0.1144,0.11,YouTube Shorts
16652.02,Education,45-54,Conversion,1440092,60960,5099,0.0449,0.27,Twitter
13781.74,Tech,13-17,Conversion,1333708,150890,16312,0.1163,0.09,TikTok
29984.72,Real Estate,25-34,Conversion,2594019,99757,15953,0.0325,0.3,Instagram
4155.84,Food,35-44,Engagement,358117,15244,450,0.0385,0.27,Pinterest
18532.48,Food,45-54,Engagement,1706883,99956,8608,0.0571,0.19,Pinterest
17429.62,Tech,55+,Engagement,1492721,66152,2273,0.0395,0.26,Twitter
42726.47,Gaming,13-17,Traffic,3585404,368611,45733,0.105,0.12,YouTube Shorts
30043.72,Automotive,35-44,Engagement,2123189,61262,2408,0.022,0.49,Facebook
29238.62,Healthcare,13-17,Conversion,2809238,186721,31747,0.0613,0.16,YouTube Shorts
33302.83,Services,25-34,Engagement,2245915,11636,427,0.0059,2.86,Pinterest
49256.46,Food,35-44,Awareness,2735088,14312,456,0.0165,3.44,LinkedIn
23532.27,Travel,18-24,Engagement,1564578,194803,24283,0.1058,0.12,TikTok
35491.93,Gaming,55+,Traffic,2536679,48325,2197,0.0211,0.73,Facebook
30536.55,Food,25-34,Awareness,1890004,216525,32826,0.1146,0.14,TikTok
14130.78,Gaming,13-17,Engagement,1083208,108333,7383,0.0973,0.13,YouTube Shorts
12006.91,Food,18-24,Conversion,993647,24145,1404,0.0256,0.5,Twitter
30044.87,Real Estate,35-44,Traffic,2897458,153323,9678,0.0559,0.2,LinkedIn
39541.73,Travel,35-44,Engagement,3428422,116248,7378,0.0298,0.34,LinkedIn
15450.55,Healthcare,55+,Lead Generation,1632190,31610,1909,0.0239,0.49,Facebook
14907.49,Services,45-54,Awareness,1363178,35954,2283,0.0236,0.41,Facebook
31246.86,Travel,35-44,Awareness,2514643,31827,2425,0.0132,0.98,LinkedIn
30386.29,E-commerce,13-17,Traffic,2157970,242296,20218,0.1094,0.13,YouTube Shorts
4024.79,Services,25-34,Lead Generation,295543,10410,432,0.0293,0.39,Pinterest
37700.32,Services,55+,Awareness,3037379,187542,14680,0.0542,0.2,Twitter
12138.45,Travel,25-34,Traffic,825138,87048,5379,0.1,0.14,Pinterest
16179.64,Fashion,25-34,Conversion,1542085,96239,9611,0.0563,0.17,Pinterest
48095.93,Services,35-44,Lead Generation,3084519,148442,12013,0.0482,0.32,LinkedIn
35952.12,E-commerce,18-24,Awareness,3211410,496824,75634,0.1523,0.07,TikTok
6552.52,Gaming,55+,Engagement,505133,15807,826,0.0307,0.41,Facebook
41616.4,Food,18-24,Engagement,3264754,428408,48744,0.1291,0.1,TikTok
15296.33,Tech,25-34,Traffic,1244686,19255,1949,0.0204,0.79,LinkedIn
25532.5,Gaming,18-24,Conversion,1980506,177616,25363,0.0881,0.14,Instagram
45989.81,Food,45-54,Conversion,3467570,22301,1170,0.001,2.06,Facebook
28360.96,Education,13-17,Awareness,2605255,374047,45879,0.1406,0.08,TikTok
11763.92,Fashion,35-44,Engagement,694611,8846,417,0.0222,1.33,LinkedIn
30307.94,Gaming,35-44,Conversion,3020812,5861,424,0.001,5.17,LinkedIn
45439.48,Food,35-44,Awareness,3157679,60706,7704,0.0229,0.75,LinkedIn
32965.23,Automotive,35-44,Lead Generation,2784485,72940,5753,0.0178,0.45,Pinterest
46570.6,Fashion,35-44,Traffic,5077853,364682,22602,0.0683,0.13,Pinterest
33096.05,Gaming,45-54,Lead Generation,2862764,29060,2397,0.0175,1.14,Facebook
23369.77,E-commerce,35-44,Engagement,2383530,77908,6312,0.0246,0.3,LinkedIn
1621.32,Food,13-17,Conversion,129574,18076,2365,0.1414,0.09,TikTok
23273.02,Real Estate,18-24,Traffic,1382473,25053,3846,0.001,0.93,Instagram
33560.12,Automotive,13-17,Conversion,2835060,348104,67682,0.1232,0.1,YouTube Shorts
12025.08,Real Estate,25-34,Lead Generation,982541,36894,3475,0.0376,0.33,LinkedIn
41765.02,E-commerce,13-17,Conversion,2672651,326452,40324,0.1276,0.13,TikTok
23808.8,Automotive,13-17,Conversion,1511803,107185,8040,0.0631,0.22,TikTok
1976.54,Real Estate,13-17,Conversion,190003,26472,4441,0.1399,0.07,YouTube Shorts
38915.97,Education,35-44,Lead Generation,3320350,135880,7516,0.0341,0.29,Facebook
45828.64,Services,18-24,Traffic,5147324,584678,68344,0.117,0.08,YouTube Shorts
8242.83,Healthcare,18-24,Conversion,739554,78167,4099,0.1135,0.11,YouTube Shorts
35603.76,Fashion,25-34,Conversion,2848022,228445,3405,0.0765,0.16,Pinterest
46817.96,Travel,13-17,Traffic,4899943,323045,59970,0.08,0.14,TikTok
1028.8,Tech,13-17,Lead Generation,81451,8170,827,0.1025,0.13,TikTok
8344.2,Automotive,25-34,Lead Generation,737993,9865,568,0.009,0.85,LinkedIn
42677.4,Services,13-17,Traffic,4352560,412005,67107,0.0988,0.1,TikTok
16047.87,Travel,25-34,Engagement,1275294,153656,20342,0.1128,0.1,YouTube Shorts
19075.17,Travel,35-44,Lead Generation,1844896,123750,7734,0.0635,0.15,Pinterest
22669.13,Real Estate,25-34,Traffic,1709657,94296,10371,0.0551,0.24,LinkedIn
3490.36,Fashion,35-44,Engagement,211284,4079,312,0.0275,0.86,Facebook
27830.16,Gaming,18-24,Lead Generation,2117583,326457,44915,0.1561,0.09,TikTok
16658.04,Services,18-24,Traffic,1492706,153493,10019,0.1065,0.11,TikTok
21427.26,Services,18-24,Lead Generation,1750135,206797,27683,0.1176,0.1,YouTube Shorts
13844.13,Fashion,25-34,Awareness,1280655,16409,1843,0.0177,0.84,LinkedIn
48865.84,Gaming,25-34,Engagement,4967048,688089,109785,0.1305,0.07,Instagram
47972.96,Gaming,25-34,Conversion,4245539,388648,47127,0.0892,0.12,Instagram
37686.09,Fashion,18-24,Lead Generation,2826314,316754,32267,0.1152,0.12,YouTube Shorts
13135.31,Healthcare,25-34,Awareness,1266253,24711,2697,0.0193,0.53,LinkedIn
39451.37,Gaming,35-44,Lead Generation,3509938,0,0,0.0011,39451.37,LinkedIn
21068.69,Gaming,13-17,Traffic,2025615,234258,35102,0.1174,0.09,TikTok
47306.44,Education,18-24,Traffic,4297030,429573,24933,0.0968,0.11,Instagram
13242.45,Services,45-54,Lead Generation,1183543,68382,6561,0.0655,0.19,LinkedIn
14331.1,Food,35-44,Lead Generation,1182385,55132,3661,0.0432,0.26,Twitter
16391.22,Automotive,18-24,Traffic,1019783,66315,4336,0.064,0.25,TikTok
31910.21,Real Estate,45-54,Engagement,2734878,63781,1696,0.0218,0.5,Facebook
12787.72,Education,13-17,Traffic,785667,27832,2740,0.0303,0.46,Twitter
16867.34,Services,35-44,Conversion,1079504,50731,3126,0.0383,0.33,Facebook
22544.41,E-commerce,18-24,Engagement,1580437,224193,14423,0.1357,0.1,TikTok
48341.49,E-commerce,25-34,Traffic,4019739,305415,23225,0.0866,0.16,YouTube Shorts
30262.62,E-commerce,45-54,Traffic,2418815,66665,3263,0.023,0.45,Facebook
14951.35,Travel,35-44,Awareness,1010837,29237,1605,0.0291,0.51,Facebook
45307.27,Real Estate,25-34,Engagement,4395525,205889,16359,0.0484,0.22,Instagram
23112.59,Automotive,25-34,Conversion,2704732,314244,37265,0.1212,0.07,YouTube Shorts
8068.98,Education,18-24,Engagement,683282,53496,9545,0.0852,0.15,TikTok
48791.63,Education,13-17,Awareness,3505630,282214,42225,0.0803,0.17,TikTok
2034.34,E-commerce,13-17,Conversion,151442,19536,3421,0.1318,0.1,YouTube Shorts
10897.77,Education,13-17,Traffic,1009658,124807,14250,0.1157,0.09,TikTok
15240.83,Automotive,25-34,Engagement,1193499,94335,19257,0.0728,0.16,Instagram
40114.2,E-commerce,18-24,Conversion,4226111,242910,41435,0.0604,0.17,Instagram
24438.35,Real Estate,35-44,Engagement,1597978,65006,3034,0.035,0.38,Facebook
41828.54,Education,13-17,Traffic,3862138,441518,66169,0.1091,0.09,TikTok
47624.51,Fashion,18-24,Traffic,5673275,637788,54962,0.115,0.07,Instagram
37176.48,Automotive,18-24,Engagement,2384205,271396,31835,0.1132,0.14,TikTok
47068.36,Services,35-44,Traffic,3682443,183724,13554,0.0479,0.26,LinkedIn
10872.46,Tech,18-24,Lead Generation,1069268,61125,6868,0.045,0.18,Instagram
5598.34,E-commerce,18-24,Lead Generation,419435,16054,1805,0.0378,0.35,Instagram
48460.64,Gaming,35-44,Awareness,3986123,169446,10133,0.0348,0.29,Pinterest
18682.52,E-commerce,25-34,Awareness,2422113,48525,3881,0.0177,0.39,LinkedIn
33060.14,Fashion,18-24,Engagement,3054482,248150,25386,0.0864,0.13,Instagram
19380.1,Gaming,25-34,Awareness,2287170,3949,415,0.0129,4.91,Pinterest
31329.48,Gaming,18-24,Traffic,2056238,365304,17128,0.1685,0.09,TikTok
23325.64,Gaming,55+,Lead Generation,1810514,62299,6835,0.0327,0.37,Facebook
22674.79,Education,35-44,Awareness,2251472,140677,8878,0.0554,0.16,LinkedIn
34718.49,Food,55+,Lead Generation,2805991,55928,4011,0.0118,0.62,Facebook
30843.0,Education,35-44,Engagement,2133358,98396,7847,0.0505,0.31,LinkedIn
35870.66,Travel,35-44,Conversion,3800665,274301,17171,0.071,0.13,Pinterest
5085.97,E-commerce,18-24,Lead Generation,460993,36534,3763,0.0825,0.14,YouTube Shorts
44187.96,Tech,35-44,Conversion,3011020,131224,11847,0.0427,0.34,LinkedIn
42877.66,Fashion,35-44,Traffic,3397621,54650,4154,0.0212,0.78,LinkedIn
33635.45,Automotive,13-17,Traffic,2522688,390345,46020,0.1544,0.09,TikTok
15290.04,Gaming,35-44,Engagement,1215816,42771,985,0.0392,0.36,Twitter
49280.73,Travel,45-54,Lead Generation,3391827,183263,13148,0.0478,0.27,Twitter
28178.54,Real Estate,45-54,Engagement,2890749,50878,5234,0.0178,0.55,LinkedIn
29709.81,Healthcare,55+,Lead Generation,2512360,71475,5297,0.0189,0.42,Facebook
749.29,Education,18-24,Awareness,57474,4391,386,0.0827,0.17,YouTube Shorts
29775.08,Fashion,18-24,Awareness,2530568,319582,40017,0.1236,0.09,TikTok
1031.21,Services,13-17,Engagement,66259,3162,525,0.0425,0.33,YouTube Shorts
11274.91,Automotive,25-34,Lead Generation,1128236,50140,5231,0.0461,0.22,Instagram
837.56,Fashion,55+,Lead Generation,84132,3077,217,0.0429,0.27,Twitter
6206.09,Travel,25-34,Engagement,494005,9232,664,0.0136,0.67,Twitter
6461.58,Services,25-34,Awareness,600471,21767,346,0.0442,0.3,Pinterest
39331.21,Automotive,35-44,Traffic,2476197,73759,1159,0.0257,0.53,LinkedIn
20679.41,Healthcare,35-44,Conversion,1596541,75358,5004,0.0394,0.27,Pinterest
27692.88,Fashion,13-17,Lead Generation,1342628,78609,10717,0.0543,0.35,YouTube Shorts
2196.54,Education,18-24,Awareness,217675,5529,235,0.0275,0.4,Twitter
42205.37,Automotive,45-54,Conversion,3330771,133142,3564,0.0375,0.32,Facebook
8581.96,Real Estate,55+,Awareness,793853,11767,467,0.0123,0.73,Facebook
48309.94,Gaming,35-44,Engagement,5031765,206587,14841,0.0441,0.23,Pinterest
12439.02,Gaming,13-17,Traffic,1177218,146124,17445,0.1239,0.09,YouTube Shorts
16884.92,Fashion,25-34,Conversion,1551205,47089,3876,0.0184,0.36,LinkedIn
38881.34,Travel,35-44,Conversion,3793195,147159,8772,0.0366,0.26,Facebook
8444.79,Automotive,13-17,Traffic,905090,114319,12906,0.1337,0.07,TikTok
45183.8,Services,25-34,Conversion,3869883,545874,44079,0.1454,0.08,TikTok
32085.36,Food,18-24,Conversion,3109552,428183,52892,0.1373,0.07,TikTok
44411.27,Travel,25-34,Awareness,3629511,379683,39447,0.1033,0.12,Instagram
3711.84,Tech,45-54,Lead Generation,330665,6360,322,0.0198,0.58,Facebook
47412.06,Tech,45-54,Lead Generation,3347370,77414,4729,0.0154,0.61,Pinterest
24489.48,Services,18-24,Lead Generation,2173369,242507,33465,0.1111,0.1,TikTok
23679.95,Fashion,25-34,Traffic,2076106,192732,20891,0.0917,0.12,Instagram
32668.97,Tech,35-44,Lead Generation,1931275,28743,859,0.0141,1.14,LinkedIn
33229.43,Gaming,18-24,Conversion,1683188,312117,46763,0.1868,0.11,TikTok
23805.68,Real Estate,18-24,Lead Generation,2072974,78098,11266,0.035,0.3,Instagram
31580.79,Fashion,35-44,Conversion,3226042,259723,26246,0.0829,0.12,Instagram
34922.32,Healthcare,45-54,Engagement,3320047,37805,2561,0.0083,0.92,Twitter
27768.24,Education,35-44,Traffic,2876986,114674,10362,0.0441,0.24,LinkedIn
44172.9,Gaming,45-54,Conversion,4667770,155951,11788,0.0283,0.28,Pinterest
24728.63,Automotive,18-24,Awareness,2114496,126697,19302,0.0618,0.2,Instagram
43872.21,Food,35-44,Engagement,3887358,287527,11818,0.0716,0.15,Pinterest
46667.47,Real Estate,18-24,Traffic,4389217,306801,24364,0.0729,0.15,TikTok
40247.04,Automotive,18-24,Lead Generation,3052756,128731,16460,0.0337,0.31,Instagram
34487.37,Automotive,25-34,Conversion,2733971,228523,42339,0.0802,0.15,Instagram
7847.91,Real Estate,35-44,Awareness,940858,23668,849,0.0223,0.33,Facebook
7513.24,Education,35-44,Lead Generation,619883,11003,998,0.0191,0.68,Twitter
44215.81,Tech,25-34,Conversion,3802678,167635,11518,0.0389,0.26,Twitter
9117.9,Fashion,25-34,Engagement,816320,105281,8867,0.1296,0.09,YouTube Shorts
5070.29,Tech,13-17,Lead Generation,489237,31991,2116,0.0689,0.16,Twitter
31521.78,Gaming,25-34,Conversion,2071675,73090,4771,0.0344,0.43,LinkedIn
33195.22,Travel,25-34,Engagement,3195892,16502,705,0.0067,2.01,LinkedIn
7768.51,Tech,18-24,Traffic,367058,27027,2388,0.0731,0.29,Instagram
25265.01,E-commerce,25-34,Awareness,1528880,37816,3444,0.0335,0.67,Instagram
25499.6,Healthcare,13-17,Engagement,1730228,192284,18571,0.1058,0.13,YouTube Shorts
43622.06,Tech,35-44,Lead Generation,3269669,48565,4149,0.0207,0.9,Facebook
49888.44,Travel,45-54,Lead Generation,4089314,5949,566,0.0059,8.39,Facebook
33061.91,Food,13-17,Engagement,3302434,472507,95443,0.1427,0.07,YouTube Shorts
4208.29,Travel,35-44,Engagement,343246,6585,203,0.0212,0.64,Facebook
17338.49,Gaming,18-24,Lead Generation,1556485,101822,15155,0.0695,0.17,Instagram
26544.62,Healthcare,45-54,Conversion,2462571,98457,5268,0.0325,0.27,Pinterest
44880.43,Tech,55+,Lead Generation,3779542,199891,10800,0.0508,0.22,Twitter
38122.46,Real Estate,13-17,Engagement,4638200,179207,3665,0.0383,0.21,Twitter
48622.9,E-commerce,13-17,Awareness,3820260,335433,31418,0.0949,0.14,YouTube Shorts
43745.91,Gaming,35-44,Lead Generation,2836648,212313,16016,0.0688,0.21,Twitter
44831.28,Food,45-54,Engagement,3355420,70978,4697,0.0194,0.63,Facebook
11131.92,Automotive,13-17,Conversion,1101331,120870,10633,0.1094,0.09,TikTok
2755.42,Education,13-17,Conversion,193433,28001,3503,0.1502,0.1,TikTok
10627.32,Services,25-34,Conversion,830558,95408,14665,0.1164,0.11,YouTube Shorts
6633.74,Education,18-24,Traffic,427398,69902,4699,0.1666,0.09,YouTube Shorts
32911.69,Automotive,35-44,Lead Generation,2578680,92107,5182,0.0398,0.36,Pinterest
19433.42,Gaming,13-17,Engagement,1825241,211350,18938,0.116,0.09,TikTok
22903.38,Services,35-44,Engagement,1825949,45094,2840,0.025,0.51,Facebook
4243.47,E-commerce,35-44,Awareness,374021,6914,368,0.0277,0.61,Facebook
25925.27,Fashion,18-24,Lead Generation,1673575,140647,9083,0.0845,0.18,TikTok
14443.44,Education,25-34,Awareness,1046218,117216,12461,0.1137,0.12,TikTok
49179.99,Food,13-17,Lead Generation,2986065,453172,52065,0.1601,0.11,TikTok
30123.46,Services,25-34,Engagement,2730530,258487,15295,0.0975,0.12,YouTube Shorts
4035.15,Automotive,18-24,Conversion,304969,10622,519,0.0432,0.38,Twitter
11769.53,Services,35-44,Conversion,1049122,28301,1596,0.0315,0.42,Pinterest
15332.14,Travel,18-24,Lead Generation,1209618,163143,14947,0.1344,0.09,YouTube Shorts
8948.63,Fashion,18-24,Traffic,612808,79355,11953,0.1274,0.11,TikTok
31354.01,Tech,45-54,Conversion,2911675,92835,6390,0.0267,0.34,Pinterest
26768.38,Fashion,35-44,Lead Generation,1750044,62367,4635,0.0362,0.43,Pinterest
1005.06,Healthcare,45-54,Traffic,84448,1774,103,0.0239,0.57,Twitter
10488.41,Real Estate,18-24,Traffic,755825,28563,1639,0.0437,0.37,Twitter
21342.41,Automotive,25-34,Lead Generation,2455244,0,0,0.001,21342.41,Instagram
21871.33,Education,35-44,Lead Generation,2056110,107793,13095,0.0472,0.2,Instagram
32573.79,Fashion,25-34,Engagement,3068790,185250,10559,0.0574,0.18,Pinterest
31159.16,Gaming,25-34,Engagement,2708526,129017,6777,0.0415,0.24,Pinterest
10274.57,Real Estate,25-34,Lead Generation,880719,44750,3216,0.0495,0.23,Instagram
29973.91,Education,45-54,Conversion,1955768,25889,1249,0.0208,1.16,Pinterest
9866.71,Services,35-44,Traffic,954896,13458,918,0.0249,0.73,Pinterest
12470.23,Food,55+,Conversion,985564,49584,1988,0.0518,0.25,Twitter
16958.74,Real Estate,13-17,Conversion,1510336,90380,9844,0.0709,0.19,TikTok
49132.65,Healthcare,18-24,Engagement,4278699,377242,19359,0.0844,0.13,YouTube Shorts
3612.79,Real Estate,35-44,Engagement,333933,13301,1521,0.0468,0.27,LinkedIn
31702.36,E-commerce,35-44,Traffic,2928369,167245,6145,0.059,0.19,Pinterest
35553.59,Fashion,13-17,Lead Generation,3292934,376604,57345,0.1055,0.09,TikTok
9116.54,Tech,25-34,Awareness,704050,17121,1176,0.031,0.53,Pinterest
1055.05,Real Estate,25-34,Engagement,104511,4145,609,0.0322,0.25,Instagram
3997.58,Real Estate,35-44,Engagement,315333,10147,709,0.0346,0.39,LinkedIn
45755.34,Gaming,35-44,Lead Generation,3994804,88585,3695,0.0215,0.52,Facebook
17996.59,Real Estate,45-54,Lead Generation,1477726,49257,3170,0.038,0.37,LinkedIn
5847.97,Services,35-44,Awareness,412083,10647,1022,0.0327,0.55,Pinterest
32422.71,Tech,18-24,Conversion,3268474,121017,9336,0.0265,0.27,Instagram
3070.23,Travel,25-34,Engagement,211749,5293,412,0.0223,0.58,LinkedIn
45509.11,Tech,35-44,Awareness,2341985,49777,3718,0.0261,0.91,Facebook
24537.64,Gaming,25-34,Awareness,2417634,187905,31748,0.0754,0.13,Instagram
13652.48,Travel,35-44,Conversion,1066432,29682,2574,0.0307,0.46,LinkedIn
26523.18,Automotive,25-34,Traffic,2472590,413169,39482,0.1683,0.06,YouTube Shorts
1620.86,Gaming,35-44,Traffic,119168,436,36,0.0072,3.71,LinkedIn
46666.19,Food,25-34,Traffic,4244326,199979,6060,0.0425,0.23,Twitter
46902.77,Automotive,25-34,Conversion,2699884,333305,20920,0.1253,0.14,TikTok
3638.2,Food,25-34,Conversion,334523,33553,1441,0.105,0.11,Instagram
11157.07,Automotive,55+,Conversion,781124,19545,1171,0.0222,0.57,Twitter
18452.25,Food,25-34,Lead Generation,1910233,14520,1280,0.0175,1.27,LinkedIn
44444.68,Tech,35-44,Lead Generation,3415749,61005,3474,0.0197,0.73,Facebook
38974.99,Tech,13-17,Traffic,3473279,220714,30202,0.0665,0.18,TikTok
4612.73,E-commerce,18-24,Lead Generation,524353,58165,3635,0.1172,0.08,TikTok
34592.64,Travel,18-24,Conversion,2884361,185833,23019,0.0592,0.19,Instagram
10191.19,Travel,25-34,Lead Generation,659577,11696,1045,0.016,0.87,LinkedIn
49578.83,Tech,18-24,Engagement,4043803,321473,33614,0.0823,0.15,YouTube Shorts
31487.18,Automotive,35-44,Engagement,2926422,49062,3944,0.0124,0.64,LinkedIn
46131.57,Education,18-24,Awareness,4302600,482017,84600,0.1129,0.1,YouTube Shorts
9397.49,Gaming,25-34,Traffic,897284,79680,14289,0.0865,0.12,Instagram
24048.32,Gaming,35-44,Lead Generation,2373141,30220,3375,0.0159,0.8,LinkedIn
11088.64,Healthcare,25-34,Conversion,908920,26078,1901,0.0292,0.43,LinkedIn
41079.95,Automotive,25-34,Lead Generation,2940551,50646,724,0.0239,0.81,LinkedIn
17905.79,Real Estate,25-34,Lead Generation,1112454,41208,2532,0.0394,0.43,Instagram
31145.01,Education,55+,Traffic,3584314,32928,1566,0.0113,0.95,Facebook
11095.94,Fashion,18-24,Lead Generation,1064319,103808,19522,0.0899,0.11,YouTube Shorts
18428.83,E-commerce,35-44,Lead Generation,1949375,7192,644,0.0147,2.56,LinkedIn
27781.52,Fashion,18-24,Awareness,1922625,243729,21812,0.1365,0.11,YouTube Shorts
2344.42,Education,18-24,Conversion,199926,23624,1474,0.1043,0.1,YouTube Shorts
15503.95,Healthcare,45-54,Lead Generation,1236207,21462,1277,0.0203,0.72,Facebook
12051.21,Gaming,45-54,Awareness,941104,16055,1068,0.0166,0.75,Facebook
42884.13,Real Estate,18-24,Awareness,4063406,98902,16776,0.0238,0.43,Instagram
17252.15,Services,25-34,Lead Generation,1441517,88721,4758,0.062,0.19,LinkedIn
2171.91,Healthcare,35-44,Engagement,184367,7763,424,0.0434,0.28,Facebook
44119.48,Education,35-44,Engagement,3573985,105618,7024,0.0193,0.42,Pinterest
20088.32,Tech,18-24,Traffic,1786855,191075,22090,0.1055,0.11,YouTube Shorts
11746.46,Travel,45-54,Engagement,762579,9325,530,0.0154,1.26,Facebook
16542.48,Travel,13-17,Engagement,928691,126278,15870,0.1315,0.13,YouTube Shorts
6894.75,Tech,18-24,Conversion,697438,73401,6736,0.1086,0.09,YouTube Shorts
49980.16,Fashion,45-54,Awareness,3702328,291553,14715,0.0682,0.17,Pinterest
46027.25,Travel,18-24,Engagement,3636465,272186,43631,0.082,0.17,YouTube Shorts
28483.84,Travel,18-24,Lead Generation,2232782,456353,78125,0.2061,0.06,TikTok
47380.47,Travel,45-54,Traffic,4929635,206067,16274,0.0362,0.23,Twitter
